,CAGR,Volatility,Sharpe,Max Drawdown
SUMICHEM,0.22250515764392342,0.36461767962621966,0.6102423718784564,-0.4145401138241235
NATCOPHARM,0.3070862028551975,0.37198855694570765,0.8255259392294082,-0.5677293609912301
SUVENPHAR,0.4396522036197579,0.4006603498579892,1.097318972979455,-0.40855283545088317
CROMPTON,0.14560412511469645,0.320572004464804,0.4542010003580413,-0.4868955709061368
TRITURBINE,0.24929015088135653,0.43887886081220295,0.568015853896477,-0.68746021642266
PPLPHARMA,-0.08976583794931903,0.39325139158435735,-0.22826578588231933,-0.6457139615362795
INOXWIND,0.04092954062980958,0.5380262204072229,0.07607350548609082,-0.9644644644644647
ACE,0.28336016279899434,0.5387722691280595,0.525936799341176,-0.8869005010737296
ATUL,0.341184950930983,0.3528614355824752,0.9669091505218824,-0.4941357981920066
CGCL,0.03772232339367232,0.5707855908460273,0.066088429698724,-0.9317806160781367
TVSHLTD,0.4046011133610017,0.3608856978274684,1.1211336880255995,-0.8082035166420307
SHYAMMETL,0.23912573632646938,0.3503860326243358,0.6824636659613842,-0.4260674157303368
NUVAMA,1.1795367615998056,0.5224243835985531,2.2578133766937603,-0.19133017933766072
KIMS,0.28682954359837387,0.3169102509906515,0.9050813052015633,-0.2505007344104685
CELLO,0.35891010159712433,0.33038744772860085,1.086330924690437,-0.1967131197601466
PNBHOUSING,0.00934500855138265,0.47842350361750735,0.01953292110592846,-0.9117718602887518
REDINGTON,0.14247469293390091,0.4051596355442894,0.35165075795988693,-0.6961864820052667
LAXMIMACH,0.1637270298174407,0.3034859425834515,0.539488018534564,-0.7698137277159757
JYOTHYLAB,0.17918992902053943,0.3530913615483235,0.507488850009761,-0.6347069786705322
CESC,0.112595185136795,0.33929375417343827,0.33185162930891804,-0.6422218016654045
GODFRYPHLP,0.18058236395127358,0.4184105175226561,0.4315913591763271,-0.5882010598217299
NSLNISP,0.54192759624788,0.4738650942271609,1.1436326558969785,-0.31774891774891756
RITES,0.2806738449520063,0.40153198994143435,0.6990074314949206,-0.36990261716372475
CONCORDBIO,0.9416071599364755,0.39146017537693534,2.405371527333032,-0.1627376882010677
INDIAMART,0.32857699170219834,0.8486028793777869,0.38719759228617956,-0.6275274863195948
AEGISCHEM,0.3390133743641872,0.4778099632789276,0.709515080091128,-0.7407684630738526
OLECTRA,0.3381471920429724,0.5246929650867327,0.6444667920925451,-0.8391143911439113
WHIRLPOOL,0.3698303008876054,1.5493451905888809,0.23870103520767952,-0.562121212121212
ANANDRATHI,1.1255937229180666,0.30131394687482976,3.735617732244086,-0.1381681775554865
NAVINFLUOR,0.31637616160492477,0.3823849192294981,0.8273761482079881,-0.6415990730011581
JWL,0.14572761494489828,0.6056864994534106,0.24059908067359465,-0.9447058823529415
APTUS,-0.006941840463023263,0.3992792091867725,-0.017385930204485176,-0.4236680327868855
FINCABLES,0.2573769305611049,0.37337032554566374,0.6893341890118349,-0.7685894850073953
FINPIPE,0.25936419765832874,0.3682092426299467,0.7043935013847327,-0.6701960784313726
POLYMED,0.38889102313237367,0.4092557885501099,0.950239517711201,-0.5586647727272724
VINATIORGA,0.3212959861126967,0.3616262575067906,0.8884752681618077,-0.4769230769230771
INTELLECT,0.3362979307596965,0.5153979054310402,0.6525015472820792,-0.8420774647887324
JAIBALAJI,0.08765964102308432,0.5721399171801234,0.15321364301083534,-0.985135750037919
J&KBANK,0.04694497013851473,0.42945210259290734,0.10931363440782943,-0.9412387506617259
KARURVYSYA,0.12150279828078436,0.34843612075341124,0.3487089628310151,-0.852646425655111
BLUEDART,0.18379345091054367,0.3253631162295466,0.5648871729544037,-0.7548908734027469
MANAPPURAM,0.13270286993883795,0.48914347710805,0.2712964112767354,-0.888791015194891
AFFLE,0.5141411633805946,0.4366130771216969,1.1775670274696979,-0.5827327029469461
NCC,0.08563695710255192,0.5362160844067618,0.15970605804802676,-0.9131536706935877
RBLBANK,-0.016503629551678722,0.4775563849043356,-0.034558494186994776,-0.8899422624563407
TTML,0.08667879932926659,0.5477219580724391,0.1582532853608963,-0.9288256227758006
BASF,0.19226448209321423,0.3543377395879979,0.5426023271378531,-0.6492650030846467
VGUARD,0.34553320659878994,0.3255149735071797,1.061497119090802,-0.3975590236094455
CAMS,0.3017454838564797,0.3370451793866704,0.8952671698363216,-0.4910805590273837
GESHIP,0.10815071533892007,0.34685407654882994,0.3118046540349502,-0.624199060230671
CENTURYPLY,0.2129172965908792,0.4034620437075899,0.5277257177262293,-0.7161992465466723
CLEAN,-0.01622069831783568,0.3267618774369895,-0.049640730568282304,-0.5346093882074499
JINDALSAW,0.07624957171204372,0.46883471419976286,0.16263636075283242,-0.8420127444517693
FSL,0.14028245228193037,0.4318057889507479,0.32487394998294267,-0.8464619492656877
ZENSARTECH,0.23757665223447733,0.3926983730724619,0.6049850687582017,-0.7995893590430283
SOBHA,0.15610287629092112,0.4421719624576205,0.3530365774964364,-0.7919088954368079
CHAMBLFERT,0.15543463736186847,0.400304043636416,0.38829144954389977,-0.7278969957081552
DATAPATTNS,0.8134831467865336,0.49109533265205174,1.656466866409619,-0.30469945355191264
CHENNPETRO,0.10423807119661843,0.4628080773306119,0.22522958501036455,-0.8981196217996388
WELCORP,0.056804858782466106,0.5015801920540058,0.11325179838112476,-0.9042171760286833
MGL,0.15928248829240466,0.3203474286946134,0.4972179391027619,-0.4704549007347175
KSB,0.24098173149225222,0.3448974449079525,0.6987054704234364,-0.5679598406722319
WELSPUNLIV,0.210130112784791,0.4744101794533484,0.4429291821413253,-0.8323404255319153
HSCL,0.16623205038361633,0.5191025804823083,0.32022967450704426,-0.8534751037344397
DCMSHRIRAM,0.21090416365936893,0.45076067823084054,0.46788500826454543,-0.6871255060728747
ASTRAZEN,0.14776978462663215,0.39124412549870785,0.37769202141571884,-0.7595594628538305
ZEEL,0.016982605471916434,0.4429887206290325,0.03833642862915691,-0.8057548092598628
BEML,0.12169236908381098,0.4466339809417111,0.2724655406362659,-0.8955299857850859
HFCL,0.18361740314675234,0.551520372865724,0.332929502119148,-0.7621696801112654
RAINBOW,0.6353355043226905,0.3925862885786701,1.6183334028880023,-0.23026868178001692
ABSLAMC,-0.0212737940381601,0.26340941989240746,-0.08076322421138021,-0.5564082335221971
HONASA,0.724435821107914,0.5719283983320008,1.266654747728375,-0.24584955933592967
ASAHIINDIA,0.1718332712296491,0.39243019094466713,0.4378696522202026,-0.7485572959604287
PVRINOX,-0.11630800437459332,0.2559035034870592,-0.45449946088946336,-0.33734091383267306
ARE&M,2.914169286757816,0.5006392014656385,5.820897121572752,-0.1641349268401655
IIFL,0.1467166165838305,0.4849258226034221,0.30255476146053173,-0.8708206686930091
BLS,0.42511294600890936,0.5384921952752355,0.7894505245180472,-0.9016580903373357
ALOKINDS,0.012106482645231509,1.2179816026252062,0.00993979106017489,-0.9564302884615382
VTL,0.18993708830165268,0.33881754430771754,0.560588114437043,-0.5899513235980531
GRINFRA,0.007996206094296188,0.3379227381369617,0.023662823455979712,-0.5632846884410471
HBLPOWER,0.20398995233551398,0.553273472821733,0.3686964265522276,-0.8629032258064515
WESTLIFE,0.2547637068439874,0.36896027879920357,0.6904908779696459,-0.428630235669445
RKFORGE,0.31083666997237436,0.4783666371074973,0.6497875183183479,-0.8399400783590687
KIRLOSENG,0.15906253700381057,0.5528749264833414,0.2877007608493949,-0.8212340188993879
TITAGARH,0.232306765556475,0.5013935842752509,0.4633221741204912,-0.8827511508258864
FINEORG,0.3650991901193401,0.380355565043563,0.9598891765328174,-0.4392926625903275
AMBER,0.2213187604639495,0.41691268424610084,0.5308515879389903,-0.5425999233814331
BIKAJI,0.6324217662836473,0.3433236004655767,1.8420573634496096,-0.22220968288003584
SWSOLAR,-0.010268840511986177,0.5340582151636372,-0.01922794223629679,-0.8933866279069766
RAYMOND,0.20937490925128954,0.4331986357523811,0.4833231039327868,-0.8101819145178386
IEX,0.20005794177158687,0.36491407027948797,0.5482330172096744,-0.5937341236240479
SPARC,0.08063340356529003,0.47104188596417373,0.17118096281446785,-0.845735027223231
GRAPHITE,0.14419388168556968,0.4384301978691034,0.3288867472778867,-0.9038800307150278
SPLPETRO,0.31544237770264094,0.38886190287535694,0.8111938335181953,-0.7204215828009146
RAILTEL,0.5441846834994757,0.4890489109701549,1.1127408144513495,-0.5186033199771034
INGERRAND,0.19289167785710215,0.3324396215770794,0.5802307105934974,-0.5646983194049056
ECLERX,0.21896658774208877,0.3693031951271712,0.5929182055050638,-0.7884258054091909
JUNIPER,0.5090268261624828,0.5383513324533215,0.945529054126784,-0.2622762515554704
ERIS,0.07702138272265469,0.3062762043987128,0.25147687484851955,-0.561614816608158
RHIM,0.290267728809106,0.40665737758504633,0.713789408009451,-0.5967332123411986
ENGINERSIN,0.05135287955005152,0.3799161939319329,0.1351689671834628,-0.7934835271317828
MAHSEAMLES,0.09134020740273119,0.3436963073895623,0.26575847758294857,-0.6996175211729354
HAPPSTMNDS,0.2349423361945211,0.3732952657259565,0.6293740043491388,-0.5122206932704274
JKTYRE,0.20190551892098085,0.4424087358745721,0.45637778495003173,-0.8192327903310563
TEJASNET,0.27338675198265827,0.5506682561311212,0.4964636129625771,-0.934201661801033
PNCINFRA,0.23160737193093617,0.38497598389332627,0.6016151178799577,-0.6088858195211795
NEWGEN,0.3696907264876583,0.43896163409698574,0.8421937084505603,-0.7300115238983702
INOXINDIA,1.2182250374500891,0.512226378179228,2.378294225651597,-0.16067222163625494
TANLA,0.2077082024520458,0.5484396450406713,0.3787257254836902,-0.9606177606177606
BIRLACORPN,0.11094708465425418,0.3690108445678403,0.3006607699678519,-0.6996986136226642
BBTC,0.27508434927531344,0.46684087189421397,0.5892464988319349,-0.7023839334902588
GMDCLTD,0.06933677288119511,0.41909157869145375,0.16544539763287075,-0.8628216911764703
NUVOCO,-0.11639869202739961,0.32562099377238357,-0.35746679192547676,-0.5333098343320402
AKZOINDIA,0.10918887660300935,0.24797744329304272,0.4403177771051435,-0.3673044217687077
CEATLTD,0.22069919695069218,0.4004361094386246,0.551147091255313,-0.6898462460063901
RPOWER,-0.10946659407664705,0.5286989676102597,-0.20704900289750972,-0.9944954128440366
RELINFRA,-0.1149778337148557,0.5546285326342031,-0.20730602006494248,-0.9925492940353188
GPIL,0.2283287944602268,0.5012000432219366,0.4555641954705907,-0.8586047756002941
ELECON,0.20727948357328785,0.503404994142001,0.411754920958965,-0.8453188602442332
ANANTRAJ,0.1642693520194718,0.5280268975607189,0.31110034882376825,-0.9059987631416203
ELECTCAST,0.09548719393748306,0.4780248590680476,0.19975361558318103,-0.8439781021897816
DBREALTY,-0.04973912751537324,0.6017215281483026,-0.08266137272574756,-0.9918907383696116
EQUITASBNK,0.32475306924109293,0.3932118378640538,0.8258985055108404,-0.4585121602288983
KFINTECH,0.6134783297759165,0.3820930290541096,1.6055732063330568,-0.23838101884159102
BAJAJELEC,0.14617124221420275,0.3781006261185218,0.38659349421014444,-0.5983103899837103
LATENTVIEW,0.023242150624426028,0.43101370508132164,0.053924388831303655,-0.5590539962957681
JPPOWER,-0.09207453111221553,0.5951879723712851,-0.1546982388528147,-0.9951894167167769
GRANULES,0.3227840449062216,0.41993556835539797,0.7686513580412995,-0.5952485701715795
AAVAS,0.15586912832524535,0.3841515634558374,0.40574904062095346,-0.5883190437449153
AETHER,0.0847295164205808,0.29223358671193883,0.28993763986512805,-0.3312320425404176
UTIAMC,0.2097960803284309,0.34276203939685074,0.6120750147758587,-0.4894800685991556
LEMONTREE,0.12343950056497999,0.4493424194307869,0.2747114343696937,-0.8361774744027302
JKLAKSHMI,0.1846692728079331,0.37992685868961296,0.48606532700758986,-0.6824364281490243
GPPL,0.10842080745476679,0.3709985648669505,0.29224050366245824,-0.8124021909233181
SFL,0.09989539363667088,0.30289380467332416,0.32980335713505154,-0.557727411013082
PCBL,0.21180290083385667,0.4775544229401083,0.4435157348766081,-0.865182696346073
MAPMYINDIA,0.25114669049242155,0.4025641160983896,0.623867554134009,-0.465081803724967
ROUTE,0.30125680910870334,0.45316912204811943,0.6647778819244322,-0.5231799562192507
CANFINHOME,0.31668290095017126,0.4049666690524736,0.7819974460889201,-0.6590943951897411
CUB,0.16476522513329117,0.3186478526774288,0.5170762135970992,-0.5485784413990593
SAPPHIRE,0.10733526784625247,0.34234906893397277,0.313525806220182,-0.3700242882202136
CAPLIPOINT,0.44650146649743094,0.5019986996465146,0.8894474563616154,-0.7455012853470436
MINDACORP,0.48661756243592813,0.44033280970603933,1.1051131137849752,-0.7563255071803054
MMTC,-0.16567585547015318,0.51194661511375,-0.3236193981541249,-0.9915103557641481
PTCIL,3.371764649977621,0.6438342354346127,5.237007391664332,-0.21659124454608858
IFCI,0.004220460106722612,0.5219147318275775,0.008086493538789217,-0.9565217391304347
PRAJIND,0.1411695225234808,0.45768300739301837,0.3084438798101514,-0.7236801481938873
VOLTAMP,0.2005982611124102,0.37788444627958306,0.5308455086928737,-0.6922314793965327
SCI,0.041837629633320494,0.45713013809479414,0.09152236124200744,-0.8680031241864109
USHAMART,0.11816994303731287,0.5244162415985246,0.22533616174264068,-0.9357142857142855
EIDPARRY,0.0986611604947305,0.37482115029423674,0.26322196710959594,-0.7205422314911365
RTNINDIA,0.2824596614939088,0.5922777453380272,0.47690406015965064,-0.8883928571428571
ANURAS,0.11936646222759495,0.3224609548580385,0.37017338201502664,-0.47205085943018654
GLS,0.06885401933514013,0.2882678017829841,0.23885435317183054,-0.5104561495229387
DOMS,1.666182231692925,0.3695792780893997,4.508321571237774,-0.12880744220777174
INFIBEAM,0.1509411517932706,0.5957073095606685,0.25338139950740074,-0.8852787805856396
FORCEMOT,0.4686841427583046,0.4847658161469805,0.9668258923112683,-0.5768537108245142
ZYDUSWELL,0.15292670851099643,0.3096864565455473,0.4938114188681179,-0.5508032264624148
STARCEMENT,0.07369966755988533,0.3473654654309651,0.21216751489227215,-0.5558953448861697
GODREJAGRO,0.042794687791606334,0.3036186688230763,0.140948802514326,-0.6142296301398159
TTKPRESTIG,0.24743138531425002,0.3721225760310425,0.664919038111811,-0.47795960682930616
ALKYLAMINE,0.4091110146407684,0.4340509059917237,0.9425415521389768,-0.6075952105394081
GNFC,0.13733956750072096,0.39883247276288436,0.34435402551179095,-0.818652849740933
KPIGREEN,2.5723074989809764,0.5807235855614814,4.429486872819023,-0.27480710084713733
CRAFTSMAN,0.5211635946616222,0.3581684761456295,1.4550794650328738,-0.30257850491951566
MAHLIFE,0.13130320349968616,0.32755207186577845,0.40086207591900225,-0.7286181139122321
REDTAPE,0.5708056311931253,0.4217486265200076,1.3534261768746898,-0.20441939524065122
JUBLPHARMA,0.08292466288164335,0.44915489222620103,0.18462375522758698,-0.8139846951728131
NETWEB,2.106763372860029,0.48595978039526333,4.335262830077128,-0.21137897782063642
NETWORK18,-0.0032096460766753987,0.49886398398929915,-0.006433910203355644,-0.9143902033578983
PRSMJOHNSN,0.08530749519869607,0.4213420955253038,0.2024661103285677,-0.8146653212243524
METROPOLIS,0.1550051231936529,0.39358327630237466,0.3938305627461887,-0.6554234897976805
CERA,0.37011652561163744,0.3437112504763343,1.076824005902365,-0.44884866687743563
SBFC,-0.10644088371124483,0.33970742778073504,-0.31333104609048273,-0.22339862361037566
GRSE,0.8436440200817654,0.5298062900356122,1.5923631635725917,-0.49375260308204927
KIRLOSBROS,0.17066562059526258,0.4605380122643737,0.37057879273880934,-0.799769555754705
UJJIVANSFB,-0.04733957875817241,0.45731558641895,-0.10351621541891706,-0.7664974619289341
SHRIPISTON,0.33469577836886755,0.4134316893685979,0.8095552106323112,-0.8590864780096353
RENUKA,-0.058453446333514236,0.5215098453452568,-0.11208502937239108,-0.9718206321979906
RATEGAIN,0.3983395330761774,0.4726041635066256,0.8428608206084773,-0.5374611801242235
WOCKPHARMA,0.12696075132291118,0.5058786811417909,0.25097074863157914,-0.9263037214087204
SAFARI,0.5287115989404825,0.4162394023127346,1.2702103549131174,-0.5333919413919416
HAPPYFORGE,0.47625739871108586,0.3197764300522217,1.4893449108594705,-0.20826454307079756
TECHNOE,0.14555086270268358,0.3984610965028591,0.36528249302159715,-0.8769283044512407
SHOPERSTOP,0.10577686290218247,0.3760598408000763,0.28127667840612725,-0.7990820112589558
IBULHSGFIN,-0.035707422363055685,0.556897794010639,-0.06411844820914038,-0.9368482542489284
SYRMA,0.29614740630700176,0.41248049194419867,0.7179670604811664,-0.4201388888888896
TEGA,0.4105174985882418,0.38694564583178487,1.060917736148152,-0.39366138448707244
ACI,0.35251419386602345,0.36061197402560846,0.9775443392264896,-0.28483743542996076
MEDPLUS,-0.18436058108692177,0.3568073275183337,-0.5166950532355556,-0.5532558139534888
MAHSCOOTER,0.2901771477891446,0.36817147956190616,0.78815759475566,-0.6253726635395152
NEULANDLAB,0.34595078134310886,0.5244582661734698,0.6596345289153708,-0.8405457724491077
AZAD,5.878845240059929,0.5765523238050755,10.196551114842938,-0.1365470451705051
ESABINDIA,0.18202644536005264,0.3821356864573733,0.4763398232903784,-0.5214817063913804
GALAXYSURF,0.09468797934968953,0.3008938211491227,0.31468901218400974,-0.46952380952380945
ZENTEC,0.4188453568407495,0.5717551295868107,0.7325607330247055,-0.8518880208333331
JSWHL,0.10138929553484233,0.42911619177225696,0.23627469081533106,-0.8842717216730384
TV18BRDCST,-0.03725595862015807,0.5032096508583723,-0.07403665362261445,-0.8867284233697146
HOMEFIRST,0.22513654816281448,0.37053113727060416,0.6076049365816024,-0.3179661716171617
MHRIL,0.054819034580030124,0.34288400377945016,0.15987632545054747,-0.713172682455959
POWERMECH,0.2715050685130165,0.42653663814489234,0.636533990828679,-0.71221064281103
KTKBANK,0.0651918403382441,0.39494550676199364,0.16506540578908452,-0.7869527791441215
JLHL,0.29587647924781657,0.3542288129672218,0.8352693750951173,-0.26919925267953726
MASTEK,0.14310964893202183,0.51772156427631,0.2764220361036452,-0.8179717898832689
PGHL,0.16296877715704405,0.3065375685824987,0.5316437326447447,-0.470029338142276
THOMASCOOK,0.17525600400706032,0.43436982748540853,0.40347186410627833,-0.7893099547511315
CCL,0.2661358939591516,0.3941777851766686,0.6751671554495917,-0.6781258663709457
GSFC,0.13430424557095333,0.4100248890386263,0.32755144665937885,-0.8092783505154639
RAJESHEXPO,0.0836637909676301,0.3846717187417924,0.2174940004461017,-0.722856091277144
QUESS,0.02888133284530059,0.4016785534690921,0.07190160539034832,-0.8692059494766665
VARROC,-0.07038807014337078,0.46807607571424786,-0.1503774146883368,-0.8916619644949868
TMB,-0.029910284251445374,0.25736563678729363,-0.11621708564055694,-0.2440661938534282
MANINFRA,0.10499929869309876,0.4850018345732217,0.21649258045692363,-0.8105760151085923
EASEMYTRIP,0.4250138014047684,0.5417985268189405,0.784449902254534,-0.4539473684210532
VIPIND,0.19785352712402937,0.45244144016555776,0.4373019568049086,-0.8064405618362451
IONEXCHANG,0.6978936448222242,0.44842985707368516,1.5563050359234836,-0.3272977309190921
RESPONIND,0.09183871497943996,0.46599467846404424,0.19708103809714678,-0.8120805369127514
MIDHANI,0.31357475441103655,0.45877942095786833,0.683497864303363,-0.425123639960435
EMIL,0.7705410545722711,0.4654172526770867,1.655591944948555,-0.3820939334637965
GAEL,0.23952326309338856,0.5013708180939236,0.47773674583612846,-0.7070029514354718
BALRAMCHIN,0.08009827364587951,0.44743900881238835,0.1790149541464428,-0.7653203342618389
STAR,0.10269919670664573,0.4588502785141982,0.2238185340961233,-0.7934066956703812
JUBLINGREA,0.23375496678198338,0.45117859568577734,0.5180985290906435,-0.5574893538233665
SARDAEN,0.1729363386567413,0.5251256139670304,0.32932375427338983,-0.8340500079630511
JMFINANCIL,0.05385452487668463,0.47878257742904345,0.11248221513379103,-0.7510683760683761
SOUTHBANK,0.04870060800982334,0.3827448996293448,0.12724038401814275,-0.8554572271386431
HEG,0.12870187620847773,0.4800693899844086,0.26809015299362793,-0.911692826293058
CHEMPLASTS,0.009341807713769024,0.4236473595349621,0.022050905083,-0.5697819314641741
ARVIND,0.2537644251290758,0.46082569264026485,0.550673343916986,-0.8901621017328114
RCF,0.06419571349183828,0.45657018500955404,0.14060426107432955,-0.8177848352520836
NAVA,0.08990796879198282,0.4352021238376806,0.2065889936362448,-0.8514234875444837
ALLCARGO,0.06907782394709483,0.40198189042010063,0.17184312426339263,-0.7597506678539627
ICIL,0.4289362174287146,0.6031789718695225,0.7111259467471961,-0.9057340014786823
IWEL,2.3332713489590544,0.4865261635543289,4.795777747928874,-0.5285570877582288
KNRCON,0.2631582942364896,0.43110493351807044,0.6104274708455846,-0.7732934728450425
FDC,0.15346357071532268,0.3310346116962597,0.4635876893022079,-0.5088553624139059
RELIGARE,-0.03232497755418928,0.45073757692694216,-0.0717157370693961,-0.9667371659296287
GRAVITA,0.2954751455796216,0.57379826239967,0.5149460445277771,-0.9154929577464789
RUSTOMJEE,0.12006802478921097,0.35240918492862716,0.3407062866807179,-0.247488986784141
MARKSANS,0.274054533597462,0.5697200016850018,0.4810337232095052,-0.9069042316258348
NIITMTS,0.2489669777201835,0.46638554384285846,0.5338222442933804,-0.2706389720119696
AHLUCONT,0.14828768890718225,0.5398820931763616,0.27466680369919505,-0.5765316718587745
JUSTDIAL,0.04734034654309904,0.5188707981554942,0.09123725349622042,-0.8533607088826449
TRIVENI,0.13637099050618073,0.5185546846323028,0.2629828532026064,-0.8559400078936985
TVSSCS,-0.05028198153352903,0.38051939592339257,-0.1321403904037837,-0.39514978601997086
GARFIBRES,0.32759562007592624,0.374516993048809,0.8747149692970869,-0.5782312925170072
VESUVIUS,0.24521190342381805,0.32366611013394264,0.7576075954394548,-0.4677564903512419
SAREGAMA,0.35020872247515933,0.5291278424577278,0.6618603187624503,-0.7926582846879204
DBL,0.10159372612008077,0.5035862809429055,0.20174045633224677,-0.8653989869633815
INDIASHLTR,0.7959592305318173,0.37298809861508503,2.134007046035076,-0.22802919708029168
BLUEJET,0.05649794230561289,0.3788334926648981,0.14913660856166394,-0.2085022730065117
BALAMINES,0.3413497637525664,0.49176784346704416,0.6941278659987088,-0.7137455220910179
ISGEC,0.31270991387710456,0.43750059038026173,0.714764552901076,-0.5057034220532319
AVANTIFEED,0.5052288335826438,0.4887235155479441,1.0337723017403704,-0.7287232384929413
INDIACEM,0.05788990460657839,0.45536024641691936,0.1271299044264296,-0.6903089887640447
BECTORFOOD,0.284342791262582,0.38605285411015006,0.7365385030451096,-0.5570955915228466
CAMPUS,-0.1110010175382512,0.37668551765422625,-0.2946782191932932,-0.6605206932025012
LTFOODS,0.9958270348335485,0.4797099639817377,2.0758939976311583,-0.28933566433566527
VIJAYA,0.08916405030508434,0.41654705355770766,0.21405516986265688,-0.533576585668815
GOCOLORS,-0.07182766555092601,0.3450713619238106,-0.20815307636796898,-0.37432624113475177
BORORENEW,0.4572915335705927,0.5440201529866154,0.8405782967048345,-0.7090852520224017
LXCHEM,0.1611755792630547,0.41913045557793166,0.3845475248054034,-0.6298277879953182
GREENLAM,0.21474776630195458,0.4099924868308317,0.523784638011092,-0.6567820081982347
DEEPAKFERT,0.14148380310934283,0.41546546655724936,0.34054287178606446,-0.8702133127730663
CMSINFO,0.36626648275749996,0.3223481577501431,1.1362450007901042,-0.3055555555555547
KRBL,0.20211296236871523,0.47270920649850473,0.42756299134900505,-0.8528083120012051
ETHOSLTD,0.8170654676894276,0.3788465318411145,2.156718879591325,-0.22600823338620268
TEXRAIL,0.036059820321857616,0.5554805094269685,0.06491644568961887,-0.9218550724637681
TCI,0.23116869828202335,0.43419969513031326,0.5324017977779656,-0.7091405538941626
IBREALEST,-0.017900464931142612,0.5856787165584,-0.030563625457196715,-0.8545932744692842
JINDWORLD,0.205425633783749,0.5854729014588058,0.3508712927137976,-0.8523974581166955
EMUDHRA,0.8031898788035152,0.45266993524811533,1.7743389084659986,-0.4452939625626149
PDSL,0.28407920282539845,0.36528063073192757,0.7777012491907317,-0.472520530638029
GANESHHOUC,0.19011664321117427,0.5578322983852289,0.3408132583242485,-0.9028461959496444
CSBBANK,0.05140204367116308,0.394430331841888,0.1303197029273301,-0.6649865591397847
SHAREINDIA,1.0097066900793839,0.4331567497306656,2.331042262892622,-0.3013002282315498
IFBIND,0.2474428226580292,0.5087419635663086,0.48638178168642043,-0.8416674918308742
PRINCEPIPE,0.37083408680566055,0.41195070883087936,0.9001904326323209,-0.6022070415133997
VAIBHAVGBL,0.3210786957896017,0.4797445825555792,0.669270081340427,-0.7309139935958651
ARVINDFASN,0.027572917843876832,0.4753715100634412,0.0580028825038275,-0.8595188444127968
EDELWEISS,0.06221358227451779,0.4762334954928666,0.1306367209852203,-0.9065670339260393
SENCO,1.7545685585957487,0.49412004286621114,3.5508953419863984,-0.18220946915351477
SPANDANA,-0.026062630909374773,0.5152035564037135,-0.05058705551510614,-0.7834301257075648
INDIGOPNTS,-0.20873784999011058,0.28319554611287306,-0.7370802714069312,-0.6633495768145676
GENUSPOWER,0.229963157146148,0.5254233880077968,0.4376720991010312,-0.8481238832638478
SYMPHONY,0.19191323521777837,0.42046856345530675,0.456427071837863,-0.6641521734069049
HGINFRA,0.34325309495016265,0.47099035809459083,0.7287900676752831,-0.6004970033620822
TIPSINDLTD,0.3687901910265359,0.5249742236031021,0.7024919975982544,-0.6523545706371183
SIS,0.025766542762370337,0.348868911534309,0.07385737711351321,-0.5349191384436867
MSTCLTD,0.48354434736537666,0.5857808799458317,0.8254696660807552,-0.646948795884966
NESCO,0.15491847203610565,0.3259903784364173,0.47522406268294715,-0.4994217424826527
SANGHVIMOV,0.11520415872061074,0.45832818451351437,0.2513573518130736,-0.8861973252586417
SANDUMA,1.4390839982643309,0.6027448175183069,2.387551010707151,-0.3987138263665597
ITDCEM,0.2418051942740833,0.4721509620942415,0.5121353416321514,-0.8767653758542139
CYIENTDLM,0.8845722607912221,0.43336376040877733,2.041177277852756,-0.311508392733962
EPL,0.1613563831809688,0.38936075002742204,0.41441358218465707,-0.6006600660066006
SUPRAJIT,0.3066380174156127,0.3761428982508918,0.8152168201008583,-0.6791538122520933
SUNTECK,0.04769256601910499,0.4008074766633127,0.11899120848777933,-0.7431581986143188
HEMIPROP,0.23592002601685103,0.4833196628993647,0.4881242045928795,-0.5903371917463501
MOIL,0.06458398370176655,0.35076754838919505,0.18412188926356213,-0.6648906852838514
TIMETECHNO,0.1370433087386107,0.4415265556989932,0.3103852010025842,-0.8941386226877643
ASTRAMICRO,0.2296449844347106,0.4527151296867958,0.5072615633446734,-0.6972248207047105
TRIL,0.2390898817198428,0.5507595547270492,0.4341093670873006,-0.8907871972318342
WONDERLA,0.19075699934478463,0.36196395029323025,0.5270055186165657,-0.7447935476104486
ASKAUTOLTD,0.4476297194500485,0.36600767458960787,1.2230063753498084,-0.25337216431637033
LLOYDSENGG,1.162276492694518,0.6073131409832757,1.913800993689555,-0.2666105971404542
GMMPFAUDLR,0.3252711416323468,0.42515044713507083,0.7650730319683935,-0.4767152440434881
SURYAROSNI,0.22730918046159876,0.4715977925943004,0.48199797376309,-0.8743061700587244
VSTIND,0.15209190508031,0.27923401775395995,0.5446754170701436,-0.44582821102143333
PTC,0.04410588891839695,0.3897092055916139,0.11317641021961544,-0.7680339462517676
JKPAPER,0.19602660882798917,0.40957200950090294,0.4786132945629357,-0.6608004541583885
SANSERA,0.20982813087511887,0.2833473112631895,0.7405333403012894,-0.33801575173386633
CHOICEIN,1.0899750097766412,0.2620840529267553,4.158875740834398,-0.18772413793103448
AURIONPRO,0.19173511187538828,0.5289547566934302,0.3624792280420185,-0.8959886403975856
PAISALO,0.20875403546769977,0.5223684545940555,0.3996298659150988,-0.7991430101767545
ITDC,0.20590805141513435,0.5638026737515063,0.3652129743284749,-0.8459172259507829
HNDFDS,0.06630347275837267,0.3172191358838807,0.20901473227215184,-0.3502323323392754
